address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                                                                 Phường Bình Thắng ,                                                  Thị xã Dĩ An ,                                                   Tỉnh Bình Dương                                              ", Có, 1, MS137829, 49 m,"Do chuyển vê quê sinh sông. Cân ban can ho samsora 49.6m2. tâng trung. 1pn+1. Wiu nôi khu công vien, hô bơi. full nôi thât như hinh. Nha đả co sổ hông."," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 49 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/3893/n1-50.jpg, Có," Chinh chủ cân ban căn ho samsora  Quốc Lộ 1A, Phường Bình Thắng, Thành phố Dĩ An, Bình Dương", Không," 

                                                                                                1.2
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Quốc lộ 1A Bình Thắng
                                            ", Không,"Chinh chủ cân ban căn ho samsora  Quốc Lộ 1A, Phường Bình Thắng, Thành phố Dĩ An, Bình Dương", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-can-ho-samsora-quoc-lo-1a-phuong-binh-thang-thanh-pho-di-an-binh-duong/137829, 49 m, 5 m
" 
                                                 Đường Trần Phú ,                                                  Phường Nguyễn Trãi ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 25, MS137782, 121 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Tây Nam
                                                                                                                                                                        
                                                ", 3, 121 m, Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/8283/z4131352991726-18333abfbbffe331aaafff8112bcf20a.jpg, Có," Siêu phẩm căn hộ giá chỉ 3x triệu/m2 tại Hồ Gươm Plaza - Trần Phú, Hà Đông, Hà Nội. Nhận nhà ở ngay LH xem nhà 0976655859", Không," 

                                                                                                37
                                                                                                Triệu                                            ", 20 m," 
                                                Đường Trần Phú Nguyễn Trãi
                                            ", Không,"Siêu phẩm căn hộ giá chỉ 3x triệu/m2 tại Hồ Gươm Plaza - Trần Phú, Hà Đông, Hà Nội. Nhận nhà ở ngay LH xem nhà 0976655859", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/sieu-pham-can-ho-gia-chi-3x-trieum2-tai-ho-guom-plaza-tran-phu-ha-dong-ha-noi-nhan-nha-o-ngay-lh-xem-nha-0976655859/137782, 121 m, 0 m
" 
                                                 Đường Phan Chu Trinh ,                                                  Xã Vĩnh Thạnh ,                                                  Thành phố Nha Trang ,                                                   Tỉnh Khánh Hòa                                              ", Có, 25, MS136478, 60 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 60 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/7865/z4095789353020-52ccef142354c7f307d18fa899ec46ec.jpg, Có, Bán 3 căn hộ tầng cao view biển bằng giá đầu tư toà Marina Suites trung tâm TP Nha Trang, Không," 

                                                                                                1.48
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Phan Chu Trinh Vĩnh Thạnh
                                            ", Không,Bán 3 căn hộ tầng cao view biển bằng giá đầu tư toà Marina Suites trung tâm TP Nha Trang, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-3-can-ho-tang-cao-view-bien-bang-gia-dau-tu-toa-marina-suites-trung-tam-tp-nha-trang/136478, 60 m, 0 m
" 
                                                 Đường Nguyễn Văn Linh ,                                                  Phường 07 ,                                                  Quận 8 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 23, MS137895, 65 m,#Mọi nhu cầu Liên hệ SĐT: 0984836484  Để sở hữu căn nhà!!," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 65 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/1682/z4132126106043-d38d3230e423f19215706078a01aa88f.jpg, Có, CHÍNH CHỦ BÁN NHANH Căn Chung Cư- Căn Góc Mặt Tiền Tại Quận 8-TP HCM, Không," 

                                                                                                1.95
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Nguyễn Văn Linh 7
                                            ", Không,CHÍNH CHỦ BÁN NHANH Căn Chung Cư- Căn Góc Mặt Tiền Tại Quận 8-TP HCM, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nhanh-can-chung-cu-can-goc-mat-tien-tai-quan-8-tp-hcm/137895, 65 m, 0 m
" 
                                                                                                 Phường Phú Hữu ,                                                  Quận 9 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 18, MS137848, 0 m,+ Liên hệ ngay: 0888.90.96.98 Sỹ," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 0 m, Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/2711/z2548203207734-4c184063bbd3a8d526984c6c2a17e1f4.jpg, Có," Bán Căn Hộ Quận 9 Nhà Mới 100% Đã Có Sổ Hồng 1+1PN Giá 1tỷ750, 2PN+2WC Giá 2tỷ4, 3PN+3WC Giá 3tỷ1", Không," 

                                                                                                1.75
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường Gò Cát Phú Hữu
                                            ", Không,"Bán Căn Hộ Quận 9 Nhà Mới 100% Đã Có Sổ Hồng 1+1PN Giá 1tỷ750, 2PN+2WC Giá 2tỷ4, 3PN+3WC Giá 3tỷ1", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-quan-9-nha-moi-100-da-co-so-hong-11pn-gia-1ty750-2pn2wc-gia-2ty4-3pn3wc-gia-3ty1/137848, 0 m, 0 m
" 
                                                                                                 Phường Bồ Đề ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS137823, 82 m,* Thiết kế căn hộ:," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 82 m, sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/5817/20221212093643-2e71-wm.jpg, Không, Bán căn hộ 3PN chỉ 3.9tỷ tại HC Golden Long Biên LH 0854503024, Không," 

                                                                                                39000000000
                                                                                                Triệu                                            ", 0 m," 
                                                đường Hồng Tiến, Bồ Đề, Long Biên, Hà Nội
                                            ", Không,Bán căn hộ 3PN chỉ 3.9tỷ tại HC Golden Long Biên LH 0854503024, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-3pn-chi-39ty-tai-hc-golden-long-bien-lh-0854503024/137823, 82 m, 0 m
" 
                                                                                                 Xã Thanh Liệt ,                                                  Huyện Thanh Trì ,                                                   Thành phố Hà Nội                                              ", Có, 2, MS137804, 155 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 155 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3860/2-1.jpg, Có," 💥 Căn hộ Duplex Ecogreen City Nguyễn Xiển, Full nội thất, 155m2 3PN + 2WC, SĐCC 💥", Không," 

                                                                                                7.7
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Nguyễn Xiển Thanh Liệt
                                            ", Không,"💥 Căn hộ Duplex Ecogreen City Nguyễn Xiển, Full nội thất, 155m2 3PN + 2WC, SĐCC 💥", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/can-ho-duplex-ecogreen-city-nguyen-xien-full-noi-that-155m2-3pn-2wc-sdcc/137804, 155 m, 0 m
" 
                                                 Đường Láng Hạ ,                                                  Phường Láng Hạ ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS136507, 125 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 125 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8223/ch-906-5.jpg, Có, Bán căn góc 3 phòng ngủ 125m2 nhìn thẳng hồ Thành Công trung tâm Láng Hạ, Không," 

                                                                                                14.9
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Láng Hạ Láng Hạ
                                            ", Không,Bán căn góc 3 phòng ngủ 125m2 nhìn thẳng hồ Thành Công trung tâm Láng Hạ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-goc-3-phong-ngu-125m2-nhin-thang-ho-thanh-cong-trung-tam-lang-ha/136507, 125 m, 0 m
" 
                                                 Đường Phan Chu Trinh ,                                                  Xã Vĩnh Thạnh ,                                                  Thành phố Nha Trang ,                                                   Tỉnh Khánh Hòa                                              ", Có, 25, MS136518, 60 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 60 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3983/z4095789353020-52ccef142354c7f307d18fa899ec46ec.jpg, Có, Bán 3 căn hộ tầng cao view biển bằng giá đầu tư toà Marina Suites trung tâm TP Nha Trang, Không," 

                                                                                                1.48
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Phan Chu Trinh Vĩnh Thạnh
                                            ", Không,Bán 3 căn hộ tầng cao view biển bằng giá đầu tư toà Marina Suites trung tâm TP Nha Trang, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-3-can-ho-tang-cao-view-bien-bang-gia-dau-tu-toa-marina-suites-trung-tam-tp-nha-trang/136518, 60 m, 0 m
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Có, 15, MS137904, 143 m,," 
                                                                                                                                                                                                                                                                                                                                                        Đông Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 3, 143 m, Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/8135/r12703.jpg, Có," Chính chủ cần bán căn hộ 3PN 143m2, Goldmark City, giá 4.2 tỷ bao phí lh 0394392185", Không," 

                                                                                                4.2
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Hồ Tùng Mậu Phú Diễn
                                            ", Không,"Chính chủ cần bán căn hộ 3PN 143m2, Goldmark City, giá 4.2 tỷ bao phí lh 0394392185", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-can-ban-can-ho-3pn-143m2-goldmark-city-gia-42-ty-bao-phi-lh-0394392185/137904, 143 m, 10 m
" 
                                                 Đường 19 tháng 5 ,                                                  Phường Kiến Hưng ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS136488, 83 m,"Được lộc xuống đất em nhượng lại căn góc, diện tích 83,2 m2, 3PN-2VS- 2 ban công. "," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 83 m, Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/3893/untitled-1-29.jpg, Có," Chính chủ bán căn 404 M1 Mipec Phường Kiến Hưng,quận Hà Đông,TP Hà Nội", Không," 

                                                                                                2.55
                                                                                                Tỷ                                            ", 8 m," 
                                                Đường 19 tháng 5 Kiến Hưng
                                            ", Không,"Chính chủ bán căn 404 M1 Mipec Phường Kiến Hưng,quận Hà Đông,TP Hà Nội", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-ban-can-404-m1-mipec-phuong-kien-hungquan-ha-dongtp-ha-noi/136488, 83 m, 8 m
" 
                                                 Đường Láng Hạ ,                                                  Phường Láng Hạ ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS137927, -1 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, -1 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/6289/z4131944128059-49b96e7f7562537471cc9dcbbddf854e.jpg, Có, GREEN DIAMOND, Không,, 8 m," 
                                                Đường Láng Hạ Láng Hạ
                                            ", Không,GREEN DIAMOND, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/green-diamond/137927, -1 m, 0 m
" 
                                                 Đường Láng Hạ ,                                                  Phường Láng Hạ ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS136471, 125 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 125 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8117/ch-906-5.jpg, Có, Bán căn góc 3 phòng ngủ 125m2 nhìn thẳng hồ Thành Công trung tâm Láng Hạ, Không," 

                                                                                                14.9
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Láng Hạ Láng Hạ
                                            ", Không,Bán căn góc 3 phòng ngủ 125m2 nhìn thẳng hồ Thành Công trung tâm Láng Hạ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-goc-3-phong-ngu-125m2-nhin-thang-ho-thanh-cong-trung-tam-lang-ha/136471, 125 m, 0 m
" 
                                                 Đường Ngọc Hồi ,                                                  Phường Hoàng Liệt ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS136555, 57 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 57 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/6054/327284923-1056538731969862-5751219936836850156-n.jpg, Có," Bán căn hộ chung cư Osaka Complex 2 phòng ngủ - Giá 1,95 tỷ (Có TL)", Không," 

                                                                                                1.95
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Ngọc Hồi Hoàng Liệt
                                            ", Không,"Bán căn hộ chung cư Osaka Complex 2 phòng ngủ - Giá 1,95 tỷ (Có TL)", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-chung-cu-osaka-complex-2-phong-ngu-gia-195-ty-co-tl/136555, 57 m, 6 m
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Có, 12, MS136549, 70 m,có slot ô tô," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Đông
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
                                                ", 2, 70 m, Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/8135/z3756520598431-106fc8d0adde9e01c414b79733844ff2.jpg, Có, Cho thuê 2pn 2vs 70m mipec Xuân Thủy Cầu giấy lh 0394392185 với giá 14tr, Không," 

                                                                                                14
                                                                                                Triệu                                            ", 1 m," 
                                                Đường Hồ Tùng Mậu Phú Diễn
                                            ", Không,Cho thuê 2pn 2vs 70m mipec Xuân Thủy Cầu giấy lh 0394392185 với giá 14tr, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/cho-thue-2pn-2vs-70m-mipec-xuan-thuy-cau-giay-lh-0394392185-voi-gia-14tr/136549, 70 m, 10 m
" 
                                                                                                 Phường Lào Cai ,                                                  Thành phố Lào Cai ,                                                   Tỉnh Lào Cai                                              ", Không, 0, MS136849, 17 m,"Điểm đến trung tâm mà tất cả các tour du lịch tâm linh hay du lịch văn hoá đến Sapa, Y Tý, Đền Ông Hoàng Bảy, Đền Thượng, Đền Mẫu, Cửa khẩu Quốc Tế Lào Cai, đều đi qua."," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 17 m, sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/5817/20230131174027-188b-wm.jpg, Không, Đầu tư sinh lời chỉ 170tr sở hữu ngay kiot 15m2 cửa khẩu Lào Cai, Không," 

                                                                                                1700000000
                                                                                                Triệu                                            ", 0 m," 
                                                Đường Nguyễn Huệ, Thành Phố Lào Cai
                                            ", Không,Đầu tư sinh lời chỉ 170tr sở hữu ngay kiot 15m2 cửa khẩu Lào Cai, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/dau-tu-sinh-loi-chi-170tr-so-huu-ngay-kiot-15m2-cua-khau-lao-cai/136849, 17 m, 0 m
" 
                                                                                                 Phường Hải Châu  I ,                                                  Quận Hải Châu ,                                                   Thành phố Đà Nẵng                                              ", Có, 0, MS136857, 50 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 50 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8400/2.jpeg, Có, Tôi cần bán căn hộ chung cư tại phòng 34-06  Blooming Tower Đà Nẵng, Không,, 1 m," 
                                                Đường Thuận Phước Hải Châu
                                            ", Không,Tôi cần bán căn hộ chung cư tại phòng 34-06  Blooming Tower Đà Nẵng, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/toi-can-ban-can-ho-chung-cu-tai-phong-34-06-blooming-tower-da-nang/136857, 50 m, 0 m
" 
                                                 Đường 69 ,                                                  Phường Mỹ Đình 1 ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 0, MS136610, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 90 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/7588/11.jpg, Có, Chung cư Mỹ Đình 3PN 2WC 2 tỷ, Không," 

                                                                                                2.5
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường 69 Mỹ Đình 1
                                            ", Không,Chung cư Mỹ Đình 3PN 2WC 2 tỷ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chung-cu-my-dinh-3pn-2wc-2-ty/136610, 90 m, 0 m
" 
                                                 Đường Ngọc Hồi ,                                                  Phường Hoàng Liệt ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS136604, 71 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 71 m, Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/6054/z4126997865547-64bf6db1b6c5fb4cba35565f57248bb3.jpg, Có, CẦN BÁN CĂN GÓC CHUNG CƯ OSAKA COMPLEX 3PN - GIÁ 2.5 TỶ, Không," 

                                                                                                2.5
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Ngọc Hồi Hoàng Liệt
                                            ", Không,CẦN BÁN CĂN GÓC CHUNG CƯ OSAKA COMPLEX 3PN - GIÁ 2.5 TỶ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/can-ban-can-goc-chung-cu-osaka-complex-3pn-gia-25-ty/136604, 71 m, 7 m
" 
                                                 Đường Lê Văn Lương ,                                                  Phường Nhân Chính ,                                                  Quận Thanh Xuân ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS136885, 140 m,Liên hệ xem nhà 0934911988 e Hương ," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 140 m, Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/7713/z4129173250070-a06ea1eb40afb014f063638238dfcda2.jpg, Có," Haj chào 200tr chủ cần bán gấp căn 140m 3pn 2wc, View Hồ CV Thanh Xuân", Không," 

                                                                                                5.7
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Lê Văn Lương Nhân Chính
                                            ", Không,"Haj chào 200tr chủ cần bán gấp căn 140m 3pn 2wc, View Hồ CV Thanh Xuân", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/haj-chao-200tr-chu-can-ban-gap-can-140m-3pn-2wc-view-ho-cv-thanh-xuan/136885, 140 m, 0 m
" 
                                                                                                 Phường Sài Đồng ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS136805, 65 m,"* Trực tiếp chủ đầu tư: Ngoại giao duy nhất căn góc 64m, ban công Đông Nam cuối cùng tại dự án."," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 65 m, sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/5817/20211116102707-ce2a-wm-8.jpg, Không," Sở hữu căn góc 2PN chỉ 2,5 tỷ, nhận nhà ở ngay, ck lên tới 6%, HTLS 0% 12 tháng", Không," 

                                                                                                250000000
                                                                                                Triệu                                            ", 0 m," 
                                                no15/16 Khu đô thị Sài Đồng
                                            ", Không,"Sở hữu căn góc 2PN chỉ 2,5 tỷ, nhận nhà ở ngay, ck lên tới 6%, HTLS 0% 12 tháng", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/so-huu-can-goc-2pn-chi-25-ty-nhan-nha-o-ngay-ck-len-toi-6-htls-0-12-thang/136805, 65 m, 0 m
" 
                                                                                                 Phường Bồ Đề ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS136907, 64 m,* Thông tin căn hộ:," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 64 m, sổ đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/5817/20221018213042-a117-wm-1.jpeg, Không," Sở hữu ngày căn 2PN 2VS chỉ 2,6 tỷ HTLS 0% 12 tháng LH 0854 503024", Không," 

                                                                                                2600000000
                                                                                                Triệu                                            ", 0 m," 
                                                Bồ Đề, Long Biên, Hà Nội
                                            ", Không,"Sở hữu ngày căn 2PN 2VS chỉ 2,6 tỷ HTLS 0% 12 tháng LH 0854 503024", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/so-huu-ngay-can-2pn-2vs-chi-26-ty-htls-0-12-thang-lh-0854-503024/136907, 64 m, 0 m
" 
                                                 Phố Trần Đăng Ninh ,                                                  Phường Dịch Vọng ,                                                  Quận Cầu Giấy ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS136883, 98 m,Vui lòng liên hệ 0912376688.," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 98 m, ---, Không, 0 m,https://nhadat24h.net.vn/, Không, Cho thuê căn hộ 98m sẵn đồ, Không,, 0 m," 
                                                72
                                            ", Không,Cho thuê căn hộ 98m sẵn đồ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-98m-san-do/136883, 98 m, 0 m
" 
                                                 Đường 69 ,                                                  Phường Mỹ Đình 1 ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 0, MS136611, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 90 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/7585/11.jpg, Có, Chung cư Mỹ Đình 3PN 2WC 2 tỷ, Không," 

                                                                                                2.5
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường 69 Mỹ Đình 1
                                            ", Không,Chung cư Mỹ Đình 3PN 2WC 2 tỷ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chung-cu-my-dinh-3pn-2wc-2-ty/136611, 90 m, 0 m
" 
                                                                                                 Phường Bến Nghé ,                                                  Quận 1 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 20, MS136949, 100 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 100 m, Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/2711/01a.jpg, Có," Bán căn 1PN + 1, MT Eastmark Quận 9, Liên hệ tư vấn và nhận báo giá ngay!", Không," 

                                                                                                4
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường 15B Bến Nghé
                                            ", Không,"Bán căn 1PN + 1, MT Eastmark Quận 9, Liên hệ tư vấn và nhận báo giá ngay!", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-1pn-1-mt-eastmark-quan-9-lien-he-tu-van-va-nhan-bao-gia-ngay/136949, 100 m, 0 m
" 
                                                                                                 Phường Nguyễn Văn Cừ ,                                                  Thành phố Qui Nhơn ,                                                   Tỉnh Bình Định                                              ", Có, 1, MS138227, 51 m,"- Giá bán : 2,1 tỷ ( có thương lượng )"," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 51 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/5192/n1-99.jpg, Có," Chính chủ cần Căn hộ 1PN Quy Nhơn Melody Nguyễn Trung TínThành phố Qui Nhơn, Bình Định", Không," 

                                                                                                2.1
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường An Dương Vương Nguyễn Văn Cừ
                                            ", Không,"Chính chủ cần Căn hộ 1PN Quy Nhơn Melody Nguyễn Trung TínThành phố Qui Nhơn, Bình Định", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-can-can-ho-1pn-quy-nhon-melody-nguyen-trung-tinthanh-pho-qui-nhon-binh-dinh/138227, 51 m, 5 m
" 
                                                 Đường Trần Quốc Toản ,                                                  Phường Hoà Phú ,                                                  Thành phố Thủ Dầu Một ,                                                   Tỉnh Bình Dương                                              ", Có, 6, MS138352, 68 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Tây
                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 2, 68 m, Hợp đồng mua bán, Có, 8 m,https://nhadat24h.net.vn/storage/product/5545/1-1.jpg, Có, Bán căn hộ cao cấp Midori Park The Glory ngay trung tâm hành chính tỉnh Bình Dương kế bên trường quốc tế Việt Hoa, Không," 

                                                                                                2.7
                                                                                                Tỷ                                            ", 7 m," 
                                                Đường Trần Quốc Toản Hòa Phú
                                            ", Không,Bán căn hộ cao cấp Midori Park The Glory ngay trung tâm hành chính tỉnh Bình Dương kế bên trường quốc tế Việt Hoa, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-cao-cap-midori-park-the-glory-ngay-trung-tam-hanh-chinh-tinh-binh-duong-ke-ben-truong-quoc-te-viet-hoa/138352, 68 m, 8 m
" 
                                                                                                 Phường An Phú ,                                                  Quận 2 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 23, MS136986, 0 m,Gọi ngay: 0888.90.96.98 Sỹ tư vấn 24/7.," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 0 m, Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/2711/01b.jpg, Có, PKD dự án D'Lusso chuyên bán căn hộ giá ngộp chính chủ từ 1 - 2 - 3PN đến Duplex. Giá cạnh tranh, Không," 

                                                                                                2.95
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường Nguyễn Thị Định An Phú
                                            ", Không,PKD dự án D'Lusso chuyên bán căn hộ giá ngộp chính chủ từ 1 - 2 - 3PN đến Duplex. Giá cạnh tranh, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/pkd-du-an-dlusso-chuyen-ban-can-ho-gia-ngop-chinh-chu-tu-1-2-3pn-den-duplex-gia-canh-tranh/136986, 0 m, 0 m
" 
                                                 Phố An Hòa ,                                                  Phường Phú Lương ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS138310, 70 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 70 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/6569/chinh-chu-ban-can-ho-chung-cu-hh02a-b21-khu-do-thi-thanh-ha-phuong-kien-hung-ha-dong-ha-noi.jpg, Có," Chính chủ bán căn hộ chung cư HH02A b2.1 khu đô thị Thanh Hà, Phường Phú Lương, Hà Đông, Hà Nội", Không," 

                                                                                                1.55
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường  Phú Lương
                                            ", Không,"Chính chủ bán căn hộ chung cư HH02A b2.1 khu đô thị Thanh Hà, Phường Phú Lương, Hà Đông, Hà Nội", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-ban-can-ho-chung-cu-hh02a-b21-khu-do-thi-thanh-ha-phuong-phu-luong-ha-dong-ha-noi/138310, 70 m, 0 m
