address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                 Đường Văn Thân ,                                                  Phường 08 ,                                                  Quận 6 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS279586, 45 m,LH 0938498937," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 45 m, Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/14711/299915651-2209625319193685-1187698972149173511-n.jpg, Có, BÁN NHÀ VĂN THÂN - Q 6 - VÀO Ở NGAY -  KHU AN NINH - 3 TẦNG - 4PN ., Không," 

                                                                                                3.6
                                                                                                Tỷ                                            ", 2.5 m," 
                                                Đường Văn Thân, 8
                                            ", Không,BÁN NHÀ VĂN THÂN - Q 6 - VÀO Ở NGAY -  KHU AN NINH - 3 TẦNG - 4PN .,0,https://nhadat24h.net.vn/du-an/ban-nha-van-than-q-6-vao-o-ngay-khu-an-ninh-3-tang-4pn/279586, 45 m, 4.1 m
" 
                                                 Đường Tân Chánh Hiệp 1 ,                                                  Phường Tân Chánh Hiệp ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 3, MS279633, 90 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 7, 90 m, Sổ Hồng, Có, 23 m,https://nhadat24h.net.vn/storage/product/11269/ban-nha-hem-xe-hoi-to-ky-go-vap-quan-12-ngop-gia-re-duoi-3ty-tri-0902852875-4.jpg, Có," Nhà Bán Tô Ký-Quang Trung, 90M2, 3T59, Đường 10M", Không," 

                                                                                                3.59
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Tân Chánh Hiệp, Tân Chánh Hiệp
                                            ", Không,"Nhà Bán Tô Ký-Quang Trung, 90M2, 3T59, Đường 10M",0,https://nhadat24h.net.vn/du-an/nha-ban-to-ky-quang-trung-90m2-3t59-duong-10m/279633, 90 m, 4 m
" 
                                                 Đường Lâm Văn Bền ,                                                  Phường Tân Kiểng ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 5, MS279628, 200 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 20, 200 m, Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/5314/1-28.jpg, Có, Bán nhà Mặt tiền Lâm Văn  Bên.Q7 (8*18) 5 tầng Dòng tiền 80tr.T-  chỉ 29 tỷ, Không," 

                                                                                                29
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường lam văn bên, Tân kiểng
                                            ", Không,Bán nhà Mặt tiền Lâm Văn  Bên.Q7 (8*18) 5 tầng Dòng tiền 80tr.T-  chỉ 29 tỷ,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-lam-van-benq7-818-5-tang-dong-tien-80trt-chi-29-ty/279628, 200 m, 10 m
" 
                                                 Phố Xa La ,                                                  Phường Phúc La ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS279624, 32 m,Hỗ Trợ Mọi Thủ Tục Pháp Lý Sau Mua Bán - Nhanh Chóng - Hiệu Quả - Không Phát Sinh Chi Phí!," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 32 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9216/1-1.jpg, Có, 📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187, Không," 

                                                                                                2.9
                                                                                                Tỷ                                            ", 2.5 m," 
                                                Đường Xa La, Phúc La
                                            ", Không,📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187,0,https://nhadat24h.net.vn/du-an/ban-nha-nha-moi-dep-cach-kdt-new-xala-150m-4-tang-hon-2-ty-0988183187/279624, 32 m, 0 m
" 
                                                 Đường Hoàng Diệu ,                                                  Phường Bình Thuận ,                                                  Quận Hải Châu ,                                                   Thành phố Đà Nẵng                                              ", Có, 2, MS279636, 53 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Tây
                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 2, 53 m, Sổ Hồng, Có, 6.5 m,https://nhadat24h.net.vn/storage/product/1615/00.jpg, Có, ♥ Nhà Hoàng Diệu 53m2 kiệt thông thoáng 2 tầng kiên cố  2.35 tỷ, Không," 

                                                                                                2.35
                                                                                                Tỷ                                            ", 2 m," 
                                                Đường Hoàng Diệu, Bình Thuận
                                            ", Không,♥ Nhà Hoàng Diệu 53m2 kiệt thông thoáng 2 tầng kiên cố  2.35 tỷ,0,https://nhadat24h.net.vn/du-an/nha-hoang-dieu-53m2-kiet-thong-thoang-2-tang-kien-co-235-ty/279636, 53 m, 8 m
" 
                                                 Hương lộ 80 ,                                                  Phường Hiệp Thành ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS279543, 79 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 79 m, Sổ Đỏ, Có, 186 m,https://nhadat24h.net.vn/storage/product/9095/1-25.jpg, Có, 79m2 3 Tầng Hẻm Xe Tải nhỉnh 4 tỷ Bùi Văn Ngữ Quận 12 TPHCM, Không," 

                                                                                                4
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Hương lộ 80, Hiệp Thành
                                            ", Không,79m2 3 Tầng Hẻm Xe Tải nhỉnh 4 tỷ Bùi Văn Ngữ Quận 12 TPHCM,0,https://nhadat24h.net.vn/du-an/79m2-3-tang-hem-xe-tai-nhinh-4-ty-bui-van-ngu-quan-12-tphcm/279543, 79 m, 402 m
" 
                                                 Hương lộ 80 ,                                                  Phường Hiệp Thành ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS279532, 79 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 79 m, Sổ Đỏ, Có, 186 m,https://nhadat24h.net.vn/storage/product/13377/1-39.jpg, Có, 79m2 3 Tầng Hẻm Xe Tải nhỉnh 4 tỷ Bùi Văn Ngữ Quận 12 TPHCM, Không," 

                                                                                                4
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Hương lộ 80, Hiệp Thành
                                            ", Không,79m2 3 Tầng Hẻm Xe Tải nhỉnh 4 tỷ Bùi Văn Ngữ Quận 12 TPHCM,0,https://nhadat24h.net.vn/du-an/79m2-3-tang-hem-xe-tai-nhinh-4-ty-bui-van-ngu-quan-12-tphcm/279532, 79 m, 402 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279525, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16314/1-2.jpg, Có, CHÍNH CHỦ BÁN BIỆT THỰ KIỀU ĐÀM QUẬN 7 - HẺM XE TẢI TRÁNH - NHÀ MỚI DỌN VÀO Ở NGAY - 12.3 TỶ THƯƠNG LƯỢNG, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,CHÍNH CHỦ BÁN BIỆT THỰ KIỀU ĐÀM QUẬN 7 - HẺM XE TẢI TRÁNH - NHÀ MỚI DỌN VÀO Ở NGAY - 12.3 TỶ THƯƠNG LƯỢNG,0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-biet-thu-kieu-dam-quan-7-hem-xe-tai-tranh-nha-moi-don-vao-o-ngay-123-ty-thuong-luong/279525, 81 m, 4 m
" 
                                                 Đường Tân Kỳ Tân Quý ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS279583, 52 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 52 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/5077/404681661-3639267522996751-741108022409509689-n.jpg, Có," Bán Căn Nhà 4 Tầng, Hẻm Xe Hơi, Đường Tân KỲ Tân Quý, Tân Phú", Không," 

                                                                                                5.68
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Tân Kỳ Tân Quý, Tân Quý
                                            ", Không,"Bán Căn Nhà 4 Tầng, Hẻm Xe Hơi, Đường Tân KỲ Tân Quý, Tân Phú",0,https://nhadat24h.net.vn/du-an/ban-can-nha-4-tang-hem-xe-hoi-duong-tan-ky-tan-quy-tan-phu/279583, 52 m, 4.3 m
" 
                                                                                                 Xã Tân Triều ,                                                  Huyện Thanh Trì ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS279509, 0 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 0 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/2945/3c52d2c0-310c-4ebf-b28f-7909399b42a0.jpg, Có, Góc nhượng phòng, Không," 

                                                                                                3
                                                                                                Triệu                                            ", 1 m," 
                                                Đường Yên Xá, Tân Triều
                                            ", Không,Góc nhượng phòng,0,https://nhadat24h.net.vn/du-an/goc-nhuong-phong/279509, 0 m, 0 m
" 
                                                                                                 Phường Trảng Dài ,                                                  Thành phố Biên Hòa ,                                                   Tỉnh Đồng Nai                                              ", Không, 0, MS279510, 166 m,"- Tiện ích an sinh xã hội đầy đủ: chợ trường học, bệnh viện,..."," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 166 m, Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/1676/z4919908252013-ea5e287990eab0a2055e31f221498da3.jpg, Không, ĐẤT NGỘP - GIÁ TỐT - CẦN BÁN  Lô Đất Tại TP Biên Hòa, Không," 

                                                                                                2.1
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Phường Trảng Dài, Trảng Dài
                                            ", Không,ĐẤT NGỘP - GIÁ TỐT - CẦN BÁN  Lô Đất Tại TP Biên Hòa,0,https://nhadat24h.net.vn/du-an/dat-ngop-gia-tot-can-ban-lo-dat-tai-tp-bien-hoa/279510, 166 m, 0 m
" 
                                                 Đường Quỳnh Lôi ,                                                  Phường Quỳnh Lôi ,                                                  Quận Hai Bà Trưng ,                                                   Thành phố Hà Nội                                              ", Có, 2, MS279518, 44 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 44 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4920245736519-3508f91f874463a27ff7c01df0fbb48f.jpg, Có," Chính chủ bán nhà mặt ngõ phố Quỳnh Lôi, Hai Bà Trưng, Hà Nội", Không," 

                                                                                                6.7
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Quỳnh Lôi, Quỳnh Lôi
                                            ", Không,"Chính chủ bán nhà mặt ngõ phố Quỳnh Lôi, Hai Bà Trưng, Hà Nội",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-mat-ngo-pho-quynh-loi-hai-ba-trung-ha-noi/279518, 44 m, 5 m
" 
                                                 Đường Giải Phóng ,                                                  Phường Hoàng Liệt ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS279508, 1500 m,Liên hệ ngay Hotline 0925121868 - 0943346523 để được phục vụ quý khách hàng.," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 1500 m, Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/7573/20231010173128-e4d7-wm.jpg, Không," Bán đất độc hiếm Giải Phóng Hoàng Liệt, ô tô vào, kinh doanh đỉnh.", Không,, 1 m," 
                                                Đường Giải Phóng, Hoàng Liệt
                                            ", Không,"Bán đất độc hiếm Giải Phóng Hoàng Liệt, ô tô vào, kinh doanh đỉnh.",0,https://nhadat24h.net.vn/du-an/ban-dat-doc-hiem-giai-phong-hoang-liet-o-to-vao-kinh-doanh-dinh/279508, 1500 m, 0 m
" 
                                                                                                 Phường Long Thạnh Mỹ ,                                                  Quận 9 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS279520, 50 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 50 m, Sổ Đỏ, Không, 11.5 m,https://nhadat24h.net.vn/storage/product/15985/405369590-122119321058089321-5154659593595563449-n.jpg, Không, BÁN LÔ DDAAST50M2 SÁT VINHOMES QUẬN 9 - CHỈ 2TY450, Không," 

                                                                                                2.45
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Nguyễn Xiển, Long Thạnh Mỹ
                                            ", Không,BÁN LÔ DDAAST50M2 SÁT VINHOMES QUẬN 9 - CHỈ 2TY450,0,https://nhadat24h.net.vn/du-an/ban-lo-ddaast50m2-sat-vinhomes-quan-9-chi-2ty450/279520, 50 m, 4.47 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279523, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16314/1.jpg, Có, BIỆT THỰ KIỀU ĐÀM - SIÊU PHẨM QUẬN 7 - KHU VỰC VIP HIẾM BÁN - 12.3 TỶ TL, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,BIỆT THỰ KIỀU ĐÀM - SIÊU PHẨM QUẬN 7 - KHU VỰC VIP HIẾM BÁN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/biet-thu-kieu-dam-sieu-pham-quan-7-khu-vuc-vip-hiem-ban-123-ty-tl/279523, 81 m, 4 m
" 
                                                 Đường Kiều Đàm ,                                                  Phường Tân Quy ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279524, 81 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 81 m, Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16314/1-1.jpg, Có, CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL, Không," 

                                                                                                12.3
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Kiều Đàm, Tân Quy
                                            ", Không,CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/chu-xoan-ban-quan-7-biet-thu-kieu-dam-hem-xe-tai-tranh-nha-moi-xay-sua-o-lien-123-ty-tl/279524, 81 m, 4 m
" 
                                                 Đường Trường Chinh ,                                                  Phường Ngã Tư Sở ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 5, MS279521, 80 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 80 m, Sổ Đỏ, Có, 14 m,https://nhadat24h.net.vn/storage/product/15826/z4853444511204-b25197d678ca38192cdd71849a676286.jpg, Có," Chính Chủ Bán Nhà Mặt Phố Trường Chinh 5 Tầng, Vỉa Hè Rộng, Kinh Doanh Đỉnh", Không," 

                                                                                                19.8
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Trường Chinh, Ngã Tư Sở
                                            ", Không,"Chính Chủ Bán Nhà Mặt Phố Trường Chinh 5 Tầng, Vỉa Hè Rộng, Kinh Doanh Đỉnh",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-mat-pho-truong-chinh-5-tang-via-he-rong-kinh-doanh-dinh/279521, 80 m, 6 m
" 
                                                 Đường Lâm Văn Bền ,                                                  Phường Tân Kiểng ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 5, MS279626, 200 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 20, 200 m, Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/10510/1-13.jpg, Có, Bán nhà Mặt tiền Lâm Văn  Bên.Q7 (8*18) 5 tầng Dòng tiền 80tr.T-  chỉ 29 tỷ, Không," 

                                                                                                29
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường lam văn bên, Tân kiểng
                                            ", Không,Bán nhà Mặt tiền Lâm Văn  Bên.Q7 (8*18) 5 tầng Dòng tiền 80tr.T-  chỉ 29 tỷ,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-lam-van-benq7-818-5-tang-dong-tien-80trt-chi-29-ty/279626, 200 m, 10 m
" 
                                                 Đường Tân Kỳ Tân Quý ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS279584, 52 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 52 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/3592/404681661-3639267522996751-741108022409509689-n.jpg, Có," Bán Căn Nhà 4 Tầng, Hẻm Xe Hơi, Đường Tân KỲ Tân Quý, Tân Phú", Không," 

                                                                                                5.68
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Tân Kỳ Tân Quý, Tân Quý
                                            ", Không,"Bán Căn Nhà 4 Tầng, Hẻm Xe Hơi, Đường Tân KỲ Tân Quý, Tân Phú",0,https://nhadat24h.net.vn/du-an/ban-can-nha-4-tang-hem-xe-hoi-duong-tan-ky-tan-quy-tan-phu/279584, 52 m, 4.3 m
" 
                                                                                                 Phường Kiến Hưng ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS279593, 32 m,Hỗ Trợ Mọi Thủ Tục Pháp Lý Sau Mua Bán - Nhanh Chóng - Hiệu Quả - Không Phát Sinh Chi Phí!," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 32 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9216/1.jpg, Có, 📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187, Không," 

                                                                                                2.9
                                                                                                Tỷ                                            ", 2.5 m," 
                                                Đường Đa Sỹ, Kiến Hưng
                                            ", Không,📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187,0,https://nhadat24h.net.vn/du-an/ban-nha-nha-moi-dep-cach-kdt-new-xala-150m-4-tang-hon-2-ty-0988183187/279593, 32 m, 0 m
" 
                                                 Đường Tam Khương ,                                                  Phường Kim Liên ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS279522, 70 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 6, 70 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/15826/z4866558845393-b209d35ff5b39db87ba885a5d5a52d8d.jpg, Có," Chính Chủ Bán Nhà Tam Khương, Đống Đa, Tôn Thất Tùng, 6 Tầng Thang Máy, Gara Ô Tô, Kinh Doanh", Không," 

                                                                                                17.8
                                                                                                Tỷ                                            ", 4.5 m," 
                                                Đường Tam Khương, Kim Liên
                                            ", Không,"Chính Chủ Bán Nhà Tam Khương, Đống Đa, Tôn Thất Tùng, 6 Tầng Thang Máy, Gara Ô Tô, Kinh Doanh",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-tam-khuong-dong-da-ton-that-tung-6-tang-thang-may-gara-o-to-kinh-doanh/279522, 70 m, 6 m
" 
                                                 Đường Xuân Thới Thượng 1 ,                                                  Thị trấn Hóc Môn ,                                                  Huyện Hóc Môn ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS279663, 94 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 94 m, Sổ Hồng, Không, 19 m,https://nhadat24h.net.vn/storage/product/16114/z4920959245571-1cbf30afe68b999c35709deb98807878.jpg, Không, BÁN LÔ ĐẤT XUÂN THỚI THƯỢNG-HÓC MÔN, Không," 

                                                                                                4
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Xuân Thới Thượng, Hóc Môn
                                            ", Không,BÁN LÔ ĐẤT XUÂN THỚI THƯỢNG-HÓC MÔN,0,https://nhadat24h.net.vn/du-an/ban-lo-dat-xuan-thoi-thuong-hoc-mon/279663, 94 m, 5 m
" 
                                                 Phố Hoàng Mai ,                                                  Phường Cầu Dền ,                                                  Quận Hai Bà Trưng ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS279672, 40 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 40 m, Sổ Đỏ, Có, 9.52 m,https://nhadat24h.net.vn/storage/product/15488/ban-nha-bach-mai-hon-4-ty-0963139980-1.jpg, Có," BÁN LUÔN NHÀ BẠCH MAI, Q. HAI BÀ TRƯNG, Gần Phố 40M2 × 4 TẦNG. HƠN 4 TỶ - Sổ đỏ chính chủ", Không," 

                                                                                                4.87
                                                                                                Tỷ                                            ", 4 m," 
                                                Đường Hoàng Mai, Cầu Dền
                                            ", Không,"BÁN LUÔN NHÀ BẠCH MAI, Q. HAI BÀ TRƯNG, Gần Phố 40M2 × 4 TẦNG. HƠN 4 TỶ - Sổ đỏ chính chủ",0,https://nhadat24h.net.vn/du-an/ban-luon-nha-bach-mai-q-hai-ba-trung-gan-pho-40m2-4-tang-hon-4-ty-so-do-chinh-chu/279672, 40 m, 4.2 m
" 
                                                 Đường Phạm Viết Chánh ,                                                  Phường 19 ,                                                  Quận Bình Thạnh ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279674, 55 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 55 m, Sổ Đỏ, Có, 13.2 m,https://nhadat24h.net.vn/storage/product/3021/b1-7.jpg, Có," Giảm 900 triệu, nhà Bình Thạnh, sát bên Quận 1, nhà mới, vào ở ngay", Không," 

                                                                                                5.2
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Phạm Viết Chánh, 19
                                            ", Không,"Giảm 900 triệu, nhà Bình Thạnh, sát bên Quận 1, nhà mới, vào ở ngay",0,https://nhadat24h.net.vn/du-an/giam-900-trieu-nha-binh-thanh-sat-ben-quan-1-nha-moi-vao-o-ngay/279674, 55 m, 4.8 m
" 
                                                 Đường Huỳnh Tấn Phát ,                                                  Phường Phú Mỹ ,                                                  Quận 7 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS279687, 65 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 65 m, Sổ Đỏ, Có, 13 m,https://nhadat24h.net.vn/storage/product/16155/387566066-903877454583532-837527235004673592-n.jpg, Có, Bán đất nằm trên đường Huỳnh Tấn Phát phường Phú Mỹ Q7, Không," 

                                                                                                3.8
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Huỳnh Tấn Phát, Phú Mỹ
                                            ", Không,Bán đất nằm trên đường Huỳnh Tấn Phát phường Phú Mỹ Q7,0,https://nhadat24h.net.vn/du-an/ban-dat-nam-tren-duong-huynh-tan-phat-phuong-phu-my-q7/279687, 65 m, 5 m
